"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4460818";"";"0";"393.49";"0";"3.32";"28";"COc1ccc(OCCN2CCN(C(=O)c3cc4c(C)cccc4[nH]3)CC2)cc1";"EC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4474192";"";"0";"413.91";"0";"3.67";"32";"COc1ccc(OCCN2CCN(C(=O)c3cc4c(Cl)cccc4[nH]3)CC2)cc1";"EC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4466748";"";"0";"413.91";"0";"3.67";"30";"COc1ccc(OCCN2CCN(C(=O)c3cc4ccc(Cl)cc4[nH]3)CC2)cc1";"EC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4068561";"";"0";"476.54";"0";"2.67";"9b";"O=c1ccc2c(N3CCN(CCCCOc4ccn5ncc(/C=N/O)c5c4)CC3)ccc(O)c2[nH]1";"EC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"15.40";"0.29";"4.67";"6.18";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4102646";"";"0";"263.30";"0";"0.47";"14b";"CN1CCN(c2ccc(O)c3c2OCC(=O)N3)CC1";"EC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"24.77";"0.47";"6.05";"10.03";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"Dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"44.37";"0.84";"6.20";"10.22";"False";"CHEMBL4015821";"Partial agonist activity at human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 and GRK2 assessed as induction of beta-arrestin2 recruitment after 5 hrs by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL571992";"";"0";"450.66";"0";"3.67";"D-301";"CCCN(CCN1CCN(c2nccc3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"116.0";"nM";"6.94";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2388575";"Agonist activity at human dopamine D2L receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384946";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL401031";"";"0";"352.50";"0";"4.37";"2a";"CSc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL902499";"Antagonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of quinpirole stimulated mitogenesis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL4065797";"";"0";"305.38";"0";"1.65";"15c";"CCCN1CCCN(c2ccc(O)c3c2OCC(=O)N3)CC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4046983";"Agonist activity at human D2SR expressed in HEK293 cell membranes co-expressing PTX insensitive variant of Galphao1 incubated for 30 mins by [35S]GTP-gammaS binding assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4084690";"";"0";"477.56";"0";"3.75";"13b";"O=C1CCc2ccc(OCCCCN3CCCN(c4ccc(O)c5oc(=O)ccc45)CC3)cc2N1";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4015818";"Agonist activity at human D2S receptor expressed in HEK293T cell membranes coexpressing Galphao1 assessed as induction of nucleotide exchange preincubated for 30 mins followed by addition of [35S]GTPgammaS measured after 30 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL246642";"";"0";"376.29";"0";"4.35";"31";"OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2n[nH]c3ccccc23)CC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL902499";"Antagonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of quinpirole stimulated mitogenesis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL2165120";"";"0";"460.41";"1";"5.21";"45";"O=c1ccc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2169116";"Agonist activity at human D2L receptor expressed in HEK293T cells coexpressing Gi subunit assessed as inhibition of isoproterenol-stimulated cAMP production by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3706569";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"Dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"0.69";"nM";"9.16";"";"";"UO_0000065";"59.81";"1.14";"8.56";"13.78";"True";"CHEMBL3872769";"Agonist activity at D2 receptor (unknown origin) expressed in CHOK1 cells co-expressing G-alpha 15 by fluo-4 dye based FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872208";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";""
"CHEMBL589";"ROPINIROLE";"4";"260.38";"0";"2.85";"ropinirole";"CCCN(CCC)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"304.0";"nM";"6.52";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL1065657";"Agonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157569";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072";""
"CHEMBL4447103";"";"0";"351.41";"0";"1.79";"71";"O=C(c1cc2cccnc2[nH]1)N1CCN(CCOc2cccnc2)CC1";"EC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL3287392";"";"0";"419.36";"0";"4.62";"6c";"Clc1cccc(N2CCN(CCCCOc3ccc4ccnn4c3)CC2)c1Cl";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3293227";"Agonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells co-expressing Galphai2 after 30 mins by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286313";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL3099239";"";"0";"361.87";"0";"2.89";"26";"CCCN1C[C@@H](Cn2cc(Cl)cn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21";"EC50";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3100268";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as increase of forskolin-induced cAMP production after 20 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098045";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL4060461";"";"0";"423.52";"0";"3.13";"16c";"COc1ccccc1N1CCN(CCCCOc2ccn3ncc(/C=N/O)c3c2)CC1";"EC50";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"19.45";"0.36";"5.11";"11.01";"False";"CHEMBL4010167";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4071868";"";"0";"436.56";"0";"4.28";"(S)-17a";"CCCN(CCCCOc1ccc2c(/C=N/O)cnn2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"0.39";"nM";"9.41";"";"";"UO_0000065";"21.55";"0.40";"5.13";"11.39";"False";"CHEMBL4010168";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4457507";"";"0";"363.93";"0";"3.92";"35";"CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3c(Cl)cccc3C2)CC1";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4394476";"Partial agonist activity at D2L receptor (unknown origin) expressed in human HTLA cells assessed as beta-arrestin2 recruitment after 20 to 22 hrs by brightglo-luciferase reporter gene assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393669";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4069145";"";"0";"423.52";"0";"3.13";"16a";"COc1ccccc1N1CCN(CCCCOc2ccc3c(/C=N/O)cnn3c2)CC1";"EC50";"'='";"13.1";"nM";"7.88";"";"";"UO_0000065";"18.61";"0.35";"4.75";"10.53";"False";"CHEMBL4010171";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3085826";"";"0";"427.42";"0";"4.34";"12";"CN(C)C(=O)N[C@H]1CC[C@@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1";"EC50";"'='";"3.236";"nM";"8.49";"";"";"UO_0000065";"19.86";"0.41";"4.15";"21.87";"False";"CHEMBL4394473";"Partial agonist activity at human Gi/o-coupled D2R expressed in HEK293T cells assessed as inhibition of isoproterenol-induced cAMP accumulation preincubated for 15 mins followed by isoproterenol-stimulation and measured by Glosensor-based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393669";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4457507";"";"0";"363.93";"0";"3.92";"35";"CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3c(Cl)cccc3C2)CC1";"EC50";"'='";"2.818";"nM";"8.55";"";"";"UO_0000065";"23.49";"0.47";"4.63";"24.03";"False";"CHEMBL4394473";"Partial agonist activity at human Gi/o-coupled D2R expressed in HEK293T cells assessed as inhibition of isoproterenol-induced cAMP accumulation preincubated for 15 mins followed by isoproterenol-stimulation and measured by Glosensor-based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393669";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL214314";"";"0";"310.40";"0";"2.47";"17a";"O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL214343";"";"0";"346.38";"0";"2.75";"26a";"O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL438961";"";"0";"335.41";"0";"2.34";"38b";"N#Cc1cccnc1N1CCN(CC/C(=N/O)c2ccccc2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL102463";"";"0";"221.30";"0";"2.18";"6";"CCCN1CCOC(c2cccc(O)c2)C1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL942047";"Agonist activity at human recombinant dopamine D2 receptor expressed in rat pituitary cells assessed as inhibition of forskolin-stimulated cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Pituitary gland cell";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3988382";""
"CHEMBL211360";"";"0";"430.98";"0";"3.95";"83a";"CO/N=C(/c1ccc(Cl)cc1)C(COC(C)C)CN1CCN(c2ccccn2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL4099798";"";"0";"502.62";"1";"4.15";"17";"COc1ccccc1N1CCN(CCCCNC(=O)Oc2cccc(-c3cccc(C(N)=O)c3)c2)CC1";"EC50";"'='";"56.4";"nM";"7.25";"";"";"UO_0000065";"14.42";"0.27";"3.10";"7.46";"False";"CHEMBL4008740";"Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007414";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3394272";"";"0";"345.44";"0";"2.28";"38a";"CC(C)(C)OC(=O)N1CCN(CCc2cccc3c2CC(=O)N3)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3396204";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL82663";"SIBENADET";"0";"464.61";"0";"2.90";"sibenadet";"O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12";"EC50";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"18.73";"0.38";"5.80";"8.00";"False";"CHEMBL3270482";"Agonist activity at human recombinant dopamine D2S receptor expressed in HEK cells by GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259656";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";"CHEMBL3307715";""
"CHEMBL4097572";"";"0";"463.67";"1";"5.33";"8";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCOCCCCc2ccccc2)C1";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4011222";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4093477";"";"0";"487.65";"0";"4.54";"20";"CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3c2n(c(=O)n3CCC)C1";"EC50";"'='";"1153.5";"nM";"5.94";"";"";"UO_0000065";"12.18";"0.23";"1.40";"7.91";"False";"CHEMBL4011222";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL212189";"";"0";"344.85";"0";"3.13";"21a";"O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL212298";"";"0";"324.43";"0";"2.78";"22a";"Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL589";"ROPINIROLE";"4";"260.38";"0";"2.85";"Ropinirole";"CCCN(CCC)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"6.457";"nM";"8.19";"";"";"UO_0000065";"31.45";"0.59";"5.34";"25.32";"False";"CHEMBL3880775";"Agonist activity at dopamine D2 receptor short isoform (unknown origin) expressed in mouse NIH/3T3 cells by R-SAT assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH/3T3";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880399";"38";"Patent Bioactivity Data";"";"2004";"None";""
"CHEMBL2152752";"";"0";"466.66";"0";"3.23";"(-)-45";"CCCN(CCN1CCN(C(=O)c2c[nH]c3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"86.4";"nM";"7.06";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2157074";"Agonist activity at human cloned dopamine D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2151002";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3308072";""
"CHEMBL2165136";"";"0";"436.41";"1";"5.58";"34";"Clc1cccc(N2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2169116";"Agonist activity at human D2L receptor expressed in HEK293T cells coexpressing Gi subunit assessed as inhibition of isoproterenol-stimulated cAMP production by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3706569";""
